week,position,song,artist
1/30/2016,16,In The Night,Weeknd
1/30/2016,17,My House (EP),Flo Rida
1/30/2016,18,The Hills,Weeknd
1/30/2016,19,679,Fetty Wap &amp; Remy Boyz
1/30/2016,20,Hit The Quan,iLoveMemphis
1/30/2016,21,Cake By The Ocean,DNCE
1/30/2016,22,Shut Up And Dance,Walk The Moon
1/30/2016,23,Adventure Of A Lifetime,Coldplay
1/30/2016,24,Wildest Dreams,Taylor Swift
1/30/2016,25,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
1/30/2016,26,Stand By You,Rachel Platten
1/30/2016,27,Exchange,Bryson Tiller
1/30/2016,28,I'm Comin' Over,Chris Young
1/30/2016,29,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello
1/30/2016,30,Burning House,Cam
1/30/2016,31,When We Were Young,Adele
1/30/2016,32,All Eyes On You,"Meek Mill, Chris Brown &amp; Nicki Minaj"
1/30/2016,33,Down In The DM,Yo Gotti
1/30/2016,34,Don't,Bryson Tiller
1/30/2016,35,Strip It Down,Luke Bryan
1/30/2016,36,Hide Away,Daya
1/30/2016,37,No Role Modelz,J. Cole
1/30/2016,38,Watch Me,Silento
1/30/2016,39,Where Are U Now,"Skrillex, Diplo &amp; Justin Bieber"
1/30/2016,40,Where Ya At,Future &amp; Drake
2/6/2016,1,Sorry,Justin Bieber
2/6/2016,2,Love Yourself,Justin Bieber &amp; Jaden Smith
2/6/2016,3,Hello,Adele
2/6/2016,4,Stressed Out,Twenty One Pilots
2/6/2016,5,Here,Alessia Cara
2/6/2016,6,Same Old Love,Selena Gomez
2/6/2016,7,Stitches,Shawn Mendes
2/6/2016,8,My House (EP),Flo Rida
2/6/2016,9,Hotline Bling,Drake
2/6/2016,10,Like I'm Gonna Lose You,Meghan Trainor &amp; John Legend
2/6/2016,11,What Do You Mean?,Justin Bieber
2/6/2016,12,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
2/6/2016,13,Tennessee Whiskey,Chris Stapleton
2/6/2016,14,Hands To Myself,Selena Gomez
2/6/2016,15,Locked Away,R. City &amp; Adam Levine
2/6/2016,16,Focus,Ariana Grande
2/6/2016,17,Adventure Of A Lifetime,Coldplay
2/6/2016,18,No Role Modelz,J. Cole
2/6/2016,19,679,Fetty Wap &amp; Remy Boyz
2/6/2016,20,The Hills,Weeknd
2/6/2016,21,In The Night,Weeknd
2/6/2016,22,Hit The Quan,iLoveMemphis
2/6/2016,23,All Eyes On You,"Meek Mill, Chris Brown &amp; Nicki Minaj"
2/6/2016,24,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
2/6/2016,25,Cake By The Ocean,DNCE
2/6/2016,26,Burning House,Cam
2/6/2016,27,When We Were Young,Adele
2/6/2016,28,I'm Comin' Over,Chris Young
2/6/2016,29,Wildest Dreams,Taylor Swift
2/6/2016,30,Shut Up And Dance,Walk The Moon
2/6/2016,31,Don't,Bryson Tiller
2/6/2016,32,Strip It Down,Luke Bryan
2/6/2016,33,Down In The DM,Yo Gotti
2/6/2016,34,Stand By You,Rachel Platten
2/6/2016,35,Exchange,Bryson Tiller
2/6/2016,36,Break Up In A Small Town,Sam Hunt
2/6/2016,37,Where Ya At,Future &amp; Drake
2/6/2016,38,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello
2/6/2016,39,Where Are U Now,"Skrillex, Diplo &amp; Justin Bieber"
2/6/2016,40,Watch Me,Silento
2/13/2016,1,Love Yourself,Justin Bieber &amp; Jaden Smith
2/13/2016,2,Sorry,Justin Bieber
2/13/2016,3,Stressed Out,Twenty One Pilots
2/13/2016,4,Hello,Adele
2/13/2016,5,My House (EP),Flo Rida
2/13/2016,6,Roses,Chainsmokers &amp; Rozes
2/13/2016,7,Work,Rihanna &amp; Drake
2/13/2016,8,Hands To Myself,Selena Gomez
2/13/2016,9,Here,Alessia Cara
2/13/2016,10,Stitches,Shawn Mendes
2/13/2016,11,Like I'm Gonna Lose You,Meghan Trainor &amp; John Legend
2/13/2016,12,No Role Modelz,J. Cole
2/13/2016,13,Same Old Love,Selena Gomez
2/13/2016,14,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
2/13/2016,15,Hotline Bling,Drake
2/13/2016,16,Focus,Ariana Grande
2/13/2016,17,What Do You Mean?,Justin Bieber
2/13/2016,18,Hit The Quan,iLoveMemphis
2/13/2016,19,Locked Away,R. City &amp; Adam Levine
2/13/2016,20,All Eyes On You,"Meek Mill, Chris Brown &amp; Nicki Minaj"
2/13/2016,21,Tennessee Whiskey,Chris Stapleton
2/13/2016,22,Cake By The Ocean,DNCE
2/13/2016,23,When We Were Young,Adele
2/13/2016,24,Adventure Of A Lifetime,Coldplay
2/13/2016,25,Wildest Dreams,Taylor Swift
2/13/2016,26,The Hills,Weeknd
2/13/2016,27,Down In The DM,Yo Gotti
2/13/2016,28,679,Fetty Wap &amp; Remy Boyz
2/13/2016,29,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello
2/13/2016,30,Burning House,Cam
2/13/2016,31,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
2/13/2016,32,Shut Up And Dance,Walk The Moon
2/13/2016,33,In The Night,Weeknd
2/13/2016,34,Break Up In A Small Town,Sam Hunt
2/13/2016,35,Where Are U Now,"Skrillex, Diplo &amp; Justin Bieber"
2/13/2016,36,I'm Comin' Over,Chris Young
2/13/2016,37,Watch Me,Silento
2/13/2016,38,Strip It Down,Luke Bryan
2/13/2016,39,Don't,Bryson Tiller
2/13/2016,40,Back To Sleep,Chris Brown
2/20/2016,1,Pillowtalk,Zayn Malik
2/20/2016,2,Love Yourself,Justin Bieber &amp; Jaden Smith
2/20/2016,3,Sorry,Justin Bieber
2/20/2016,4,Stressed Out,Twenty One Pilots
2/20/2016,5,Hello,Adele
2/20/2016,6,Summer Sixteen,Drake
2/20/2016,7,Work,Rihanna &amp; Drake
2/20/2016,8,My House (EP),Flo Rida
2/20/2016,9,Roses,Chainsmokers &amp; Rozes
2/20/2016,10,Stitches,Shawn Mendes
2/20/2016,11,Focus,Ariana Grande
2/20/2016,12,Hands To Myself,Selena Gomez
2/20/2016,13,Same Old Love,Selena Gomez
2/20/2016,14,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
2/20/2016,15,Hit The Quan,iLoveMemphis
2/20/2016,16,Here,Alessia Cara
2/20/2016,17,Hotline Bling,Drake
2/20/2016,18,No Role Modelz,J. Cole
2/20/2016,19,Cake By The Ocean,DNCE
2/20/2016,20,All Eyes On You,"Meek Mill, Chris Brown &amp; Nicki Minaj"
2/20/2016,21,Like I'm Gonna Lose You,Meghan Trainor &amp; John Legend
2/20/2016,22,Adventure Of A Lifetime,Coldplay
2/20/2016,23,Locked Away,R. City &amp; Adam Levine
2/20/2016,24,Down In The DM,Yo Gotti
2/20/2016,25,What Do You Mean?,Justin Bieber
2/20/2016,26,Tennessee Whiskey,Chris Stapleton
2/20/2016,27,Burning House,Cam
2/20/2016,28,When We Were Young,Adele
2/20/2016,29,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
2/20/2016,30,The Hills,Weeknd
2/20/2016,31,Break Up In A Small Town,Sam Hunt
2/20/2016,32,Wildest Dreams,Taylor Swift
2/20/2016,33,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello
2/20/2016,34,In The Night,Weeknd
2/20/2016,35,679,Fetty Wap &amp; Remy Boyz
2/20/2016,36,Watch Me,Silento
2/20/2016,37,Where Are U Now,"Skrillex, Diplo &amp; Justin Bieber"
2/20/2016,38,Back To Sleep,Chris Brown
2/20/2016,39,Don't,Bryson Tiller
2/20/2016,40,I'm Comin' Over,Chris Young
2/27/2016,1,Love Yourself,Justin Bieber &amp; Jaden Smith
2/27/2016,2,Stressed Out,Twenty One Pilots
2/27/2016,3,Sorry,Justin Bieber
2/27/2016,4,Work,Rihanna &amp; Drake
2/27/2016,5,My House (EP),Flo Rida
2/27/2016,6,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
2/27/2016,7,Hello,Adele
2/27/2016,8,Roses,Chainsmokers &amp; Rozes
2/27/2016,9,Pillowtalk,Zayn Malik
2/27/2016,10,Cake By The Ocean,DNCE
2/27/2016,11,Same Old Love,Selena Gomez
2/27/2016,12,Summer Sixteen,Drake
2/27/2016,13,Stitches,Shawn Mendes
2/27/2016,14,Focus,Ariana Grande
2/27/2016,15,No Role Modelz,J. Cole
2/27/2016,16,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
2/27/2016,17,Hands To Myself,Selena Gomez
2/27/2016,18,Hit The Quan,iLoveMemphis
2/27/2016,19,All Eyes On You,"Meek Mill, Chris Brown &amp; Nicki Minaj"
2/27/2016,20,Down In The DM,Yo Gotti
2/27/2016,21,Here,Alessia Cara
2/27/2016,22,Adventure Of A Lifetime,Coldplay
2/27/2016,23,Hotline Bling,Drake
2/27/2016,24,Locked Away,R. City &amp; Adam Levine
2/27/2016,25,Wildest Dreams,Taylor Swift
2/27/2016,26,679,Fetty Wap &amp; Remy Boyz
2/27/2016,27,I Took A Pill In Ibiza,Mike Posner
2/27/2016,28,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
2/27/2016,29,Burning House,Cam
2/27/2016,30,What Do You Mean?,Justin Bieber
2/27/2016,31,Break Up In A Small Town,Sam Hunt
2/27/2016,32,Tennessee Whiskey,Chris Stapleton
2/27/2016,33,Like I'm Gonna Lose You,Meghan Trainor &amp; John Legend
2/27/2016,34,The Hills,Weeknd
2/27/2016,35,When We Were Young,Adele
2/27/2016,36,Exchange,Bryson Tiller
2/27/2016,37,Where Are U Now,"Skrillex, Diplo &amp; Justin Bieber"
2/27/2016,38,Watch Me,Silento
2/27/2016,39,In The Night,Weeknd
2/27/2016,40,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello
3/5/2016,1,Work,Rihanna &amp; Drake
3/5/2016,2,Love Yourself,Justin Bieber &amp; Jaden Smith
3/5/2016,3,Stressed Out,Twenty One Pilots
3/5/2016,4,Sorry,Justin Bieber
3/5/2016,5,My House (EP),Flo Rida
3/5/2016,6,Pillowtalk,Zayn Malik
3/5/2016,7,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
3/5/2016,8,Roses,Chainsmokers &amp; Rozes
3/5/2016,9,Cake By The Ocean,DNCE
3/5/2016,10,Hello,Adele
3/5/2016,11,Same Old Love,Selena Gomez
3/5/2016,12,Hands To Myself,Selena Gomez
3/5/2016,13,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
3/5/2016,14,Summer Sixteen,Drake
3/5/2016,15,No Role Modelz,J. Cole
3/5/2016,16,All Eyes On You,"Meek Mill, Chris Brown &amp; Nicki Minaj"
3/5/2016,17,Focus,Ariana Grande
3/5/2016,18,Here,Alessia Cara
3/5/2016,19,Hit The Quan,iLoveMemphis
3/5/2016,20,Uptown Funk!,Mark Ronson &amp; Bruno Mars
3/5/2016,21,Stitches,Shawn Mendes
3/5/2016,22,I Took A Pill In Ibiza,Mike Posner
3/5/2016,23,Down In The DM,Yo Gotti
3/5/2016,24,Hotline Bling,Drake
3/5/2016,25,679,Fetty Wap &amp; Remy Boyz
3/5/2016,26,Locked Away,R. City &amp; Adam Levine
3/5/2016,27,Burning House,Cam
3/5/2016,28,Adventure Of A Lifetime,Coldplay
3/5/2016,29,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
3/5/2016,30,Let It Go,James Bay
3/5/2016,31,Exchange,Bryson Tiller
3/5/2016,32,Wildest Dreams,Taylor Swift
3/5/2016,33,Like I'm Gonna Lose You,Meghan Trainor &amp; John Legend
3/5/2016,34,Watch Me,Silento
3/5/2016,35,Break Up In A Small Town,Sam Hunt
3/5/2016,36,2 Phones,Kevin Gates
3/5/2016,37,What Do You Mean?,Justin Bieber
3/5/2016,38,Where Are U Now,"Skrillex, Diplo &amp; Justin Bieber"
3/5/2016,39,In The Night,Weeknd
3/5/2016,40,The Hills,Weeknd
3/12/2016,1,Work,Rihanna &amp; Drake
3/12/2016,2,Love Yourself,Justin Bieber &amp; Jaden Smith
3/12/2016,3,Stressed Out,Twenty One Pilots
3/12/2016,4,Sorry,Justin Bieber
3/12/2016,5,My House (EP),Flo Rida
3/12/2016,6,Pillowtalk,Zayn Malik
3/12/2016,7,Roses,Chainsmokers &amp; Rozes
3/12/2016,8,Cake By The Ocean,DNCE
3/12/2016,9,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
3/12/2016,10,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
3/12/2016,11,Hello,Adele
3/12/2016,12,Summer Sixteen,Drake
3/12/2016,13,Same Old Love,Selena Gomez
3/12/2016,14,Here,Alessia Cara
3/12/2016,15,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
3/12/2016,16,I Took A Pill In Ibiza,Mike Posner
3/12/2016,17,Hands To Myself,Selena Gomez
3/12/2016,18,Focus,Ariana Grande
3/12/2016,19,No Role Modelz,J. Cole
3/12/2016,20,Hit The Quan,iLoveMemphis
3/12/2016,21,Uptown Funk!,Mark Ronson &amp; Bruno Mars
3/12/2016,22,Oui,Jeremih
3/12/2016,23,Hotline Bling,Drake
3/12/2016,24,Down In The DM,Yo Gotti
3/12/2016,25,679,Fetty Wap &amp; Remy Boyz
3/12/2016,26,All Eyes On You,"Meek Mill, Chris Brown &amp; Nicki Minaj"
3/12/2016,27,Stitches,Shawn Mendes
3/12/2016,28,Exchange,Bryson Tiller
3/12/2016,29,Back To Sleep,Chris Brown
3/12/2016,30,Locked Away,R. City &amp; Adam Levine
3/12/2016,31,2 Phones,Kevin Gates
3/12/2016,32,Let It Go,James Bay
3/12/2016,33,Exchange,Bryson Tiller
3/12/2016,34,Adventure Of A Lifetime,Coldplay
3/12/2016,35,Burning House,Cam
3/12/2016,36,Like I'm Gonna Lose You,Meghan Trainor &amp; John Legend
3/12/2016,37,Something In The Way You Move,Ellie Goulding
3/12/2016,38,Watch Me,Silento
3/12/2016,39,Where Are U Now,"Skrillex, Diplo &amp; Justin Bieber"
3/12/2016,40,What Do You Mean?,Justin Bieber
3/19/2016,1,Work,Rihanna &amp; Drake
3/19/2016,2,Love Yourself,Justin Bieber &amp; Jaden Smith
3/19/2016,3,Stressed Out,Twenty One Pilots
3/19/2016,4,My House (EP),Flo Rida
3/19/2016,5,Sorry,Justin Bieber
3/19/2016,6,Pillowtalk,Zayn Malik
3/19/2016,7,Piece By Piece,Kelly Clarkson
3/19/2016,8,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
3/19/2016,9,I Took A Pill In Ibiza,Mike Posner
3/19/2016,10,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
3/19/2016,11,Roses,Chainsmokers &amp; Rozes
3/19/2016,12,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
3/19/2016,13,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
3/19/2016,14,Cake By The Ocean,DNCE
3/19/2016,15,Down In The DM,Yo Gotti
3/19/2016,16,Back To Sleep,Chris Brown
3/19/2016,17,No Role Modelz,J. Cole
3/19/2016,18,Hello,Adele
3/19/2016,19,Oui,Jeremih
3/19/2016,20,Summer Sixteen,Drake
3/19/2016,21,Exchange,Bryson Tiller
3/19/2016,22,Same Old Love,Selena Gomez
3/19/2016,23,Uptown Funk!,Mark Ronson &amp; Bruno Mars
3/19/2016,24,2 Phones,Kevin Gates
3/19/2016,25,Focus,Ariana Grande
3/19/2016,26,Something In The Way You Move,Ellie Goulding
3/19/2016,27,Locked Away,R. City &amp; Adam Levine
3/19/2016,28,Never Forget You,Zara Larsson &amp; Mnek
3/19/2016,29,Hotline Bling,Drake
3/19/2016,30,Hit The Quan,iLoveMemphis
3/19/2016,31,Hands To Myself,Selena Gomez
3/19/2016,32,Watch Me,Silento
3/19/2016,33,All Eyes On You,"Meek Mill, Chris Brown &amp; Nicki Minaj"
3/19/2016,34,Burning House,Cam
3/19/2016,35,Adventure Of A Lifetime,Coldplay
3/19/2016,36,Stitches,Shawn Mendes
3/19/2016,37,679,Fetty Wap &amp; Remy Boyz
3/19/2016,38,Exchange,Bryson Tiller
3/19/2016,39,Here,Alessia Cara
3/19/2016,40,You Should Be Here,Cole Swindell
3/26/2016,1,Work,Rihanna &amp; Drake
3/26/2016,2,Love Yourself,Justin Bieber &amp; Jaden Smith
3/26/2016,3,Stressed Out,Twenty One Pilots
3/26/2016,4,My House (EP),Flo Rida
3/26/2016,5,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
3/26/2016,6,I Took A Pill In Ibiza,Mike Posner
3/26/2016,7,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
3/26/2016,8,Cake By The Ocean,DNCE
3/26/2016,9,Pillowtalk,Zayn Malik
3/26/2016,10,NO,Meghan Trainor
3/26/2016,11,Sorry,Justin Bieber
3/26/2016,12,Down In The DM,Yo Gotti
3/26/2016,13,Piece By Piece,Kelly Clarkson
3/26/2016,14,Oui,Jeremih
3/26/2016,15,Roses,Chainsmokers &amp; Rozes
3/26/2016,16,No Role Modelz,J. Cole
3/26/2016,17,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
3/26/2016,19,Exchange,Bryson Tiller
3/26/2016,19,Hello,Adele
3/26/2016,20,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
3/26/2016,21,2 Phones,Kevin Gates
3/26/2016,22,Back To Sleep,Chris Brown
3/26/2016,23,Uptown Funk!,Mark Ronson &amp; Bruno Mars
3/26/2016,24,Summer Sixteen,Drake
3/26/2016,25,Something In The Way You Move,Ellie Goulding
3/26/2016,26,Same Old Love,Selena Gomez
3/26/2016,27,Focus,Ariana Grande
3/26/2016,28,All Eyes On You,"Meek Mill, Chris Brown &amp; Nicki Minaj"
3/26/2016,29,Never Forget You,Zara Larsson &amp; Mnek
3/26/2016,30,Burning House,Cam
3/26/2016,31,Watch Me,Silento
3/26/2016,32,You Should Be Here,Cole Swindell
3/26/2016,33,Locked Away,R. City &amp; Adam Levine
3/26/2016,34,Hotline Bling,Drake
3/26/2016,35,Hit The Quan,iLoveMemphis
3/26/2016,36,Stitches,Shawn Mendes
3/26/2016,37,Low Life,Future &amp; Weeknd
3/26/2016,38,Exchange,Bryson Tiller
3/26/2016,39,Hands To Myself,Selena Gomez
3/26/2016,39,Drunk On Your Love,Brett Eldredge
3/26/2016,40,Adventure Of A Lifetime,Coldplay
4/2/2016,1,Work,Rihanna &amp; Drake
4/2/2016,2,Love Yourself,Justin Bieber &amp; Jaden Smith
4/2/2016,3,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
4/2/2016,4,Stressed Out,Twenty One Pilots
4/2/2016,5,My House (EP),Flo Rida
4/2/2016,6,I Took A Pill In Ibiza,Mike Posner
4/2/2016,7,Cake By The Ocean,DNCE
4/2/2016,8,NO,Meghan Trainor
4/2/2016,9,Dangerous Woman,Ariana Grande
4/2/2016,10,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
4/2/2016,11,Roses,Chainsmokers &amp; Rozes
4/2/2016,12,Down In The DM,Yo Gotti
4/2/2016,13,Pillowtalk,Zayn Malik
4/2/2016,14,Piece By Piece,Kelly Clarkson
4/2/2016,15,Sorry,Justin Bieber
4/2/2016,16,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
4/2/2016,17,Oui,Jeremih
4/2/2016,18,Youth,Troye Sivan
4/2/2016,19,No Role Modelz,J. Cole
4/2/2016,20,2 Phones,Kevin Gates
4/2/2016,21,You Should Be Here,Cole Swindell
4/2/2016,22,Hello,Adele
4/2/2016,23,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
4/2/2016,24,Exchange,Bryson Tiller
4/2/2016,25,Uptown Funk!,Mark Ronson &amp; Bruno Mars
4/2/2016,26,Never Forget You,Zara Larsson &amp; Mnek
4/2/2016,27,Back To Sleep,Chris Brown
4/2/2016,28,Watch Me,Silento
4/2/2016,29,Panda,Desiigner
4/2/2016,30,Low Life,Future &amp; Weeknd
4/2/2016,31,Something In The Way You Move,Ellie Goulding
4/2/2016,32,Focus,Ariana Grande
4/2/2016,33,Hotline Bling,Drake
4/2/2016,34,Same Old Love,Selena Gomez
4/2/2016,35,Burning House,Cam
4/2/2016,36,Let It Go,James Bay
4/2/2016,37,Hands To Myself,Selena Gomez
4/2/2016,38,Came Here To Forget,Blake Shelton
4/2/2016,39,Locked Away,R. City &amp; Adam Levine
4/2/2016,40,Like I Would,Zayn Malik
4/9/2016,1,Work,Rihanna &amp; Drake
4/9/2016,2,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
4/9/2016,3,Love Yourself,Justin Bieber &amp; Jaden Smith
4/9/2016,4,My House (EP),Flo Rida
4/9/2016,5,Stressed Out,Twenty One Pilots
4/9/2016,6,NO,Meghan Trainor
4/9/2016,7,Cake By The Ocean,DNCE
4/9/2016,8,I Took A Pill In Ibiza,Mike Posner
4/9/2016,9,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
4/9/2016,10,Pillowtalk,Zayn Malik
4/9/2016,11,Dangerous Woman,Ariana Grande
4/9/2016,12,Youth,Troye Sivan
4/9/2016,13,Roses,Chainsmokers &amp; Rozes
4/9/2016,14,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
4/9/2016,15,Down In The DM,Yo Gotti
4/9/2016,16,You Should Be Here,Cole Swindell
4/9/2016,17,Sorry,Justin Bieber
4/9/2016,18,Piece By Piece,Kelly Clarkson
4/9/2016,19,Oui,Jeremih
4/9/2016,20,Hello,Adele
4/9/2016,21,Panda,Desiigner
4/9/2016,22,2 Phones,Kevin Gates
4/9/2016,23,No Role Modelz,J. Cole
4/9/2016,24,Exchange,Bryson Tiller
4/9/2016,25,Never Forget You,Zara Larsson &amp; Mnek
4/9/2016,26,Uptown Funk!,Mark Ronson &amp; Bruno Mars
4/9/2016,27,Don't Let Me Down,Chainsmokers &amp; Daya
4/9/2016,28,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
4/9/2016,29,Low Life,Future &amp; Weeknd
4/9/2016,30,Back To Sleep,Chris Brown
4/9/2016,31,Burning House,Cam
4/9/2016,32,Watch Me,Silento
4/9/2016,33,Came Here To Forget,Blake Shelton
4/9/2016,34,Something In The Way You Move,Ellie Goulding
4/9/2016,35,Like I Would,Zayn Malik
4/9/2016,36,Locked Away,R. City &amp; Adam Levine
4/9/2016,37,Hands To Myself,Selena Gomez
4/9/2016,38,Drunk On Your Love,Brett Eldredge
4/9/2016,39,Be Alright,Ariana Grande
4/9/2016,40,Team,Iggy Azalea
4/16/2016,1,Work,Rihanna &amp; Drake
4/16/2016,2,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
4/16/2016,3,NO,Meghan Trainor
4/16/2016,4,Pillowtalk,Zayn Malik
4/16/2016,5,Love Yourself,Justin Bieber &amp; Jaden Smith
4/16/2016,6,Cake By The Ocean,DNCE
4/16/2016,7,I Took A Pill In Ibiza,Mike Posner
4/16/2016,8,Stressed Out,Twenty One Pilots
4/16/2016,9,My House (EP),Flo Rida
4/16/2016,10,Roses,Chainsmokers &amp; Rozes
4/16/2016,11,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
4/16/2016,12,Dangerous Woman,Ariana Grande
4/16/2016,13,Panda,Desiigner
4/16/2016,14,Down In The DM,Yo Gotti
4/16/2016,15,Youth,Troye Sivan
4/16/2016,16,Piece By Piece,Kelly Clarkson
4/16/2016,17,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
4/16/2016,18,Oui,Jeremih
4/16/2016,19,Exchange,Bryson Tiller
4/16/2016,20,Cheap Thrills,Sia
4/16/2016,21,Close,Nick Jonas &amp; Tove Lo
4/16/2016,22,No Role Modelz,J. Cole
4/16/2016,23,Sorry,Justin Bieber
4/16/2016,24,2 Phones,Kevin Gates
4/16/2016,25,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
4/16/2016,26,Be Alright,Ariana Grande
4/16/2016,27,Don't Let Me Down,Chainsmokers &amp; Daya
4/16/2016,28,Hello,Adele
4/16/2016,29,Came Here To Forget,Blake Shelton
4/16/2016,30,Team,Iggy Azalea
4/16/2016,31,Never Forget You,Zara Larsson &amp; Mnek
4/16/2016,32,You Should Be Here,Cole Swindell
4/16/2016,33,Back To Sleep,Chris Brown
4/16/2016,34,Uptown Funk!,Mark Ronson &amp; Bruno Mars
4/16/2016,35,Like I Would,Zayn Malik
4/16/2016,36,Something In The Way You Move,Ellie Goulding
4/16/2016,37,Watch Me,Silento
4/16/2016,38,Burning House,Cam
4/16/2016,39,Low Life,Future &amp; Weeknd
4/16/2016,40,Somewhere On A Beach,Dierks Bentley
4/23/2016,1,Work,Rihanna &amp; Drake
4/23/2016,2,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
4/23/2016,3,NO,Meghan Trainor
4/23/2016,4,Pillowtalk,Zayn Malik
4/23/2016,5,Panda,Desiigner
4/23/2016,6,Cake By The Ocean,DNCE
4/23/2016,7,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
4/23/2016,8,Stressed Out,Twenty One Pilots
4/23/2016,9,Love Yourself,Justin Bieber &amp; Jaden Smith
4/23/2016,10,My House (EP),Flo Rida
4/23/2016,11,Pop Style,Drake
4/23/2016,12,Roses,Chainsmokers &amp; Rozes
4/23/2016,13,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
4/23/2016,14,I Took A Pill In Ibiza,Mike Posner
4/23/2016,15,Dangerous Woman,Ariana Grande
