,week,position,song,artist
5350,1/24/2000,31,Caught Out There,Kelis
5351,1/24/2000,32,Don't Say You Love Me,M2M
5352,1/24/2000,33,Unpretty,TLC
5353,1/24/2000,34,Dancin',Guy
5354,1/24/2000,35,G'd Up,Snoop Dogg Presents Tha Eastsidaz
5355,1/24/2000,36,It Feels So Good,Sonique
5356,1/24/2000,37,"4,5,6",Sole
5357,1/24/2000,38,Mambo No.5 (a Little Bit Of...),Lou Bega
5358,1/24/2000,39,(You Drive Me) Crazy,Britney Spears
5359,1/24/2000,40,If You Love Me,Mint Condition
5360,1/31/2000,1,I Knew I Loved You,Savage Garden
5361,1/31/2000,2,What A Girl Wants,Christina Aguilera
5362,1/31/2000,3,Smooth,Santana
5363,1/31/2000,4,Blue (da Ba Dee),Eiffel 65
5364,1/31/2000,5,Then The Morning Comes,Smash Mouth
5365,1/31/2000,6,My Love Is Your Love,Whitney Houston
5366,1/31/2000,7,All The Small Things,Blink 182
5367,1/31/2000,8,Back At One,Brian McKnight
5368,1/31/2000,9,I Need To Know,Marc Anthony
5369,1/31/2000,10,Take A Picture,Filter
5370,1/31/2000,11,Bring It All To Me,Blaque
5371,1/31/2000,12,I Wanna Love You Forever,Jessica Simpson
5372,1/31/2000,13,That's The Way It Is,Celine Dion
5373,1/31/2000,14,Show Me The Meaning Of Being Lonely,Backstreet Boys
5374,1/31/2000,15,Shake Your Bon-Bon,Ricky Martin
5375,1/31/2000,16,Meet Virginia,Train
5376,1/31/2000,17,Girl On Tv,LFO
5377,1/31/2000,18,Waiting For Tonight,Jennifer Lopez
5378,1/31/2000,19,Learn To Fly,Foo Fighters
5379,1/31/2000,20,Hot Boyz,Missy 'Misdemeanor' Elliott
5380,1/31/2000,21,Hanginaround,Counting Crows
5381,1/31/2000,22,The Rhythm Divine,Enrique Iglesias
5382,1/31/2000,23,Falls Apart,Sugar Ray
5383,1/31/2000,24,It Feels So Good,Sonique
5384,1/31/2000,25,Bye Bye Bye,NSync
5385,1/31/2000,26,Get It On Tonite,Montell Jordan
5386,1/31/2000,27,He Can't Love You,Jagged Edge
5387,1/31/2000,28,U Know What's Up,Donell Jones
5388,1/31/2000,29,One Night Stand,J-Shin
5389,1/31/2000,30,I Like It,Sammie
5390,1/31/2000,31,Amazed,Lonestar
5391,1/31/2000,32,Never Let You Go,Third Eye Blind
5392,1/31/2000,33,You Can Do It,Ice Cube
5393,1/31/2000,34,From The Bottom Of My Broken Heart,Britney Spears
5394,1/31/2000,35,Steal My Sunshine,Len
5395,1/31/2000,36,G'd Up,Snoop Dogg Presents Tha Eastsidaz
5396,1/31/2000,37,Caught Out There,Kelis
5397,1/31/2000,38,Dancin',Guy
5398,1/31/2000,39,24/7,Kevon Edmonds
5399,1/31/2000,40,Say My Name,Destiny's Child
5400,2/7/2000,1,I Knew I Loved You,Savage Garden
5401,2/7/2000,2,What A Girl Wants,Christina Aguilera
5402,2/7/2000,3,Smooth,Santana
5403,2/7/2000,4,Blue (da Ba Dee),Eiffel 65
5404,2/7/2000,5,All The Small Things,Blink 182
5405,2/7/2000,6,Then The Morning Comes,Smash Mouth
5406,2/7/2000,7,Show Me The Meaning Of Being Lonely,Backstreet Boys
5407,2/7/2000,8,Take A Picture,Filter
5408,2/7/2000,9,My Love Is Your Love,Whitney Houston
5409,2/7/2000,10,Bring It All To Me,Blaque
5410,2/7/2000,11,Back At One,Brian McKnight
5411,2/7/2000,12,I Need To Know,Marc Anthony
5412,2/7/2000,13,That's The Way It Is,Celine Dion
5413,2/7/2000,14,I Wanna Love You Forever,Jessica Simpson
5415,2/7/2000,16,Shake Your Bon-Bon,Ricky Martin
5416,2/7/2000,17,Meet Virginia,Train
5417,2/7/2000,18,Bye Bye Bye,NSync
5418,2/7/2000,19,Never Let You Go,Third Eye Blind
5419,2/7/2000,20,Hot Boyz,Missy 'Misdemeanor' Elliott
5420,2/7/2000,21,Falls Apart,Sugar Ray
5421,2/7/2000,22,Girl On Tv,LFO
5422,2/7/2000,23,Maria Maria,Santana
5423,2/7/2000,24,Learn To Fly,Foo Fighters
5424,2/7/2000,25,It Feels So Good,Sonique
5425,2/7/2000,26,Amazed,Lonestar
5426,2/7/2000,27,Waiting For Tonight,Jennifer Lopez
5427,2/7/2000,28,Get It On Tonite,Montell Jordan
5428,2/7/2000,29,The Rhythm Divine,Enrique Iglesias
5429,2/7/2000,30,From The Bottom Of My Broken Heart,Britney Spears
5430,2/7/2000,31,Hanginaround,Counting Crows
5431,2/7/2000,32,He Can't Love You,Jagged Edge
5432,2/7/2000,33,Best Friend,Puff Daddy
5433,2/7/2000,34,I Like It,Sammie
5434,2/7/2000,35,G'd Up,Snoop Dogg Presents Tha Eastsidaz
5435,2/7/2000,36,"Tricky,tricky",Lou Bega
5436,2/7/2000,37,One Night Stand,J-Shin
5437,2/7/2000,38,Sexual (li Da Di),Amber
5438,2/7/2000,39,Dancin',Guy
5439,2/7/2000,40,U Know What's Up,Donell Jones
5440,2/14/2000,1,What A Girl Wants,Christina Aguilera
5441,2/14/2000,2,I Knew I Loved You,Savage Garden
5442,2/14/2000,3,Show Me The Meaning Of Being Lonely,Backstreet Boys
5443,2/14/2000,4,Smooth,Santana
5444,2/14/2000,5,Blue (da Ba Dee),Eiffel 65
5445,2/14/2000,6,All The Small Things,Blink 182
5446,2/14/2000,7,Bring It All To Me,Blaque
5447,2/14/2000,8,Take A Picture,Filter
5448,2/14/2000,9,My Love Is Your Love,Whitney Houston
5449,2/14/2000,10,Back At One,Brian McKnight
5450,2/14/2000,11,That's The Way It Is,Celine Dion
5451,2/14/2000,12,Then The Morning Comes,Smash Mouth
5452,2/14/2000,13,Bye Bye Bye,NSync
5453,2/14/2000,14,I Need To Know,Marc Anthony
5455,2/14/2000,16,It Feels So Good,Sonique
5456,2/14/2000,17,Never Let You Go,Third Eye Blind
5457,2/14/2000,18,Maria Maria,Santana
5458,2/14/2000,19,I Wanna Love You Forever,Jessica Simpson
5459,2/14/2000,20,Falls Apart,Sugar Ray
5460,2/14/2000,21,Hot Boyz,Missy 'Misdemeanor' Elliott
5461,2/14/2000,22,Meet Virginia,Train
5462,2/14/2000,23,Amazed,Lonestar
5463,2/14/2000,24,Shake Your Bon-Bon,Ricky Martin
5464,2/14/2000,25,From The Bottom Of My Broken Heart,Britney Spears
5465,2/14/2000,26,Get It On Tonite,Montell Jordan
5466,2/14/2000,27,The Rhythm Divine,Enrique Iglesias
5467,2/14/2000,28,Girl On Tv,LFO
5468,2/14/2000,29,Waiting For Tonight,Jennifer Lopez
5469,2/14/2000,30,Best Friend,Puff Daddy
5470,2/14/2000,31,He Can't Love You,Jagged Edge
5471,2/14/2000,32,I Like It,Sammie
5472,2/14/2000,33,Learn To Fly,Foo Fighters
5473,2/14/2000,34,Another Dumb Blonde,Hoku
5474,2/14/2000,35,One Night Stand,J-Shin
5475,2/14/2000,36,Everything You Want,Vertical Horizon
5476,2/14/2000,37,G'd Up,Snoop Dogg Presents Tha Eastsidaz
5477,2/14/2000,38,Dear Lie,TLC
5478,2/14/2000,39,24/7,Kevon Edmonds
5479,2/14/2000,40,"Tricky,tricky",Lou Bega
5480,2/21/2000,1,What A Girl Wants,Christina Aguilera
5481,2/21/2000,2,Show Me The Meaning Of Being Lonely,Backstreet Boys
5482,2/21/2000,3,I Knew I Loved You,Savage Garden
5483,2/21/2000,4,Smooth,Santana
5484,2/21/2000,5,Bye Bye Bye,NSync
5485,2/21/2000,6,Blue (da Ba Dee),Eiffel 65
5486,2/21/2000,7,All The Small Things,Blink 182
5487,2/21/2000,8,Bring It All To Me,Blaque
5488,2/21/2000,9,Amazed,Lonestar
5489,2/21/2000,10,Take A Picture,Filter
5490,2/21/2000,11,That's The Way It Is,Celine Dion
5491,2/21/2000,12,From The Bottom Of My Broken Heart,Britney Spears
5492,2/21/2000,13,Back At One,Brian McKnight
5493,2/21/2000,14,Then The Morning Comes,Smash Mouth
5495,2/21/2000,16,It Feels So Good,Sonique
5496,2/21/2000,17,I Need To Know,Marc Anthony
5497,2/21/2000,18,Never Let You Go,Third Eye Blind
5498,2/21/2000,19,Maria Maria,Santana
5499,2/21/2000,20,My Love Is Your Love,Whitney Houston
5500,2/21/2000,21,Falls Apart,Sugar Ray
5501,2/21/2000,22,Hot Boyz,Missy 'Misdemeanor' Elliott
5502,2/21/2000,23,Breathe,Faith Hill
5503,2/21/2000,24,Meet Virginia,Train
5504,2/21/2000,25,I Wanna Love You Forever,Jessica Simpson
5505,2/21/2000,26,Get It On Tonite,Montell Jordan
5506,2/21/2000,27,Everything You Want,Vertical Horizon
5507,2/21/2000,28,Shake Your Bon-Bon,Ricky Martin
5508,2/21/2000,29,I Like It,Sammie
5509,2/21/2000,30,Girl On Tv,LFO
5510,2/21/2000,31,Another Dumb Blonde,Hoku
5511,2/21/2000,32,He Can't Love You,Jagged Edge
5512,2/21/2000,33,The Rhythm Divine,Enrique Iglesias
5513,2/21/2000,34,Best Friend,Puff Daddy
5514,2/21/2000,35,One Night Stand,J-Shin
5515,2/21/2000,36,Dear Lie,TLC
5516,2/21/2000,37,Learn To Fly,Foo Fighters
5517,2/21/2000,38,G'd Up,Snoop Dogg Presents Tha Eastsidaz
5518,2/21/2000,39,Say My Name,Destiny's Child
5519,2/21/2000,40,Waiting For Tonight,Jennifer Lopez
5520,2/28/2000,1,Bye Bye Bye,NSync
5521,2/28/2000,2,Show Me The Meaning Of Being Lonely,Backstreet Boys
5522,2/28/2000,3,I Knew I Loved You,Savage Garden
5523,2/28/2000,4,What A Girl Wants,Christina Aguilera
5524,2/28/2000,5,Amazed,Lonestar
5525,2/28/2000,6,Smooth,Santana
5526,2/28/2000,7,All The Small Things,Blink 182
5527,2/28/2000,8,That's The Way It Is,Celine Dion
5528,2/28/2000,9,Blue (da Ba Dee),Eiffel 65
5529,2/28/2000,10,Bring It All To Me,Blaque
5530,2/28/2000,11,Take A Picture,Filter
5531,2/28/2000,12,Maria Maria,Santana
5532,2/28/2000,13,It Feels So Good,Sonique
5533,2/28/2000,14,Breathe,Faith Hill
5534,2/28/2000,15,From The Bottom Of My Broken Heart,Britney Spears
5535,2/28/2000,16,Then The Morning Comes,Smash Mouth
5536,2/28/2000,17,Back At One,Brian McKnight
5538,2/28/2000,19,Never Let You Go,Third Eye Blind
5539,2/28/2000,20,I Need To Know,Marc Anthony
5540,2/28/2000,21,Falls Apart,Sugar Ray
5541,2/28/2000,22,Hot Boyz,Missy 'Misdemeanor' Elliott
5542,2/28/2000,23,My Love Is Your Love,Whitney Houston
5543,2/28/2000,24,Everything You Want,Vertical Horizon
5544,2/28/2000,25,American Pie,Madonna
5545,2/28/2000,26,Say My Name,Destiny's Child
5546,2/28/2000,27,Get It On Tonite,Montell Jordan
5547,2/28/2000,28,I Like It,Sammie
5548,2/28/2000,29,There You Go,P!nk
5549,2/28/2000,30,Meet Virginia,Train
5550,2/28/2000,31,Another Dumb Blonde,Hoku
5551,2/28/2000,32,One Night Stand,J-Shin
5552,2/28/2000,33,Dear Lie,TLC
5553,2/28/2000,34,He Can't Love You,Jagged Edge
5554,2/28/2000,35,Best Friend,Puff Daddy
5555,2/28/2000,36,Shake Your Bon-Bon,Ricky Martin
5556,2/28/2000,37,Still In My Heart,Tracie Spencer
5557,2/28/2000,38,Don't Say You Love Me,M2M
5558,2/28/2000,39,Only God Knows Why,Kid Rock
5559,2/28/2000,40,Girl On Tv,LFO
5560,3/6/2000,1,Bye Bye Bye,NSync
5561,3/6/2000,2,Show Me The Meaning Of Being Lonely,Backstreet Boys
5562,3/6/2000,3,That's The Way It Is,Celine Dion
5563,3/6/2000,4,I Knew I Loved You,Savage Garden
5564,3/6/2000,5,Amazed,Lonestar
5565,3/6/2000,6,Smooth,Santana
5566,3/6/2000,7,What A Girl Wants,Christina Aguilera
5567,3/6/2000,8,All The Small Things,Blink 182
5568,3/6/2000,9,Maria Maria,Santana
5569,3/6/2000,10,Blue (da Ba Dee),Eiffel 65
5570,3/6/2000,11,Take A Picture,Filter
5571,3/6/2000,12,Bring It All To Me,Blaque
5572,3/6/2000,13,Breathe,Faith Hill
5573,3/6/2000,14,It Feels So Good,Sonique
5574,3/6/2000,15,Never Let You Go,Third Eye Blind
5575,3/6/2000,16,From The Bottom Of My Broken Heart,Britney Spears
5576,3/6/2000,17,Back At One,Brian McKnight
5577,3/6/2000,18,Then The Morning Comes,Smash Mouth
5578,3/6/2000,19,Falls Apart,Sugar Ray
5580,3/6/2000,21,I Need To Know,Marc Anthony
5581,3/6/2000,22,Everything You Want,Vertical Horizon
5582,3/6/2000,23,American Pie,Madonna
5583,3/6/2000,24,Say My Name,Destiny's Child
5584,3/6/2000,25,Hot Boyz,Missy 'Misdemeanor' Elliott
5585,3/6/2000,26,My Love Is Your Love,Whitney Houston
5586,3/6/2000,27,There You Go,P!nk
5587,3/6/2000,28,Get It On Tonite,Montell Jordan
5588,3/6/2000,29,Only God Knows Why,Kid Rock
5589,3/6/2000,30,I Like It,Sammie
5590,3/6/2000,31,Another Dumb Blonde,Hoku
5591,3/6/2000,32,Dear Lie,TLC
5592,3/6/2000,33,I Learned From The Best,Whitney Houston
5593,3/6/2000,34,One Night Stand,J-Shin
5594,3/6/2000,35,Still In My Heart,Tracie Spencer
5595,3/6/2000,36,He Can't Love You,Jagged Edge
5596,3/6/2000,37,U Don't Love Me,Kumbia Kings
5597,3/6/2000,38,Shake Your Bon-Bon,Ricky Martin
5598,3/6/2000,39,I Try,Macy Gray
5599,3/6/2000,40,Best Friend,Puff Daddy
5600,3/13/2000,1,Bye Bye Bye,NSync
5601,3/13/2000,2,Show Me The Meaning Of Being Lonely,Backstreet Boys
5602,3/13/2000,3,Amazed,Lonestar
5603,3/13/2000,4,That's The Way It Is,Celine Dion
5604,3/13/2000,5,Maria Maria,Santana
5605,3/13/2000,6,I Knew I Loved You,Savage Garden
5606,3/13/2000,7,Smooth,Santana
5607,3/13/2000,8,All The Small Things,Blink 182
5608,3/13/2000,9,Breathe,Faith Hill
5609,3/13/2000,10,Say My Name,Destiny's Child
5610,3/13/2000,11,What A Girl Wants,Christina Aguilera
5611,3/13/2000,12,It Feels So Good,Sonique
5612,3/13/2000,13,Bring It All To Me,Blaque
5613,3/13/2000,14,Take A Picture,Filter
5614,3/13/2000,15,Never Let You Go,Third Eye Blind
5615,3/13/2000,16,Blue (da Ba Dee),Eiffel 65
5616,3/13/2000,17,Then The Morning Comes,Smash Mouth
5617,3/13/2000,18,Everything You Want,Vertical Horizon
5618,3/13/2000,19,Falls Apart,Sugar Ray
5619,3/13/2000,20,American Pie,Madonna
5620,3/13/2000,21,From The Bottom Of My Broken Heart,Britney Spears
5621,3/13/2000,22,Get It On Tonite,Montell Jordan
5622,3/13/2000,23,Back At One,Brian McKnight
5623,3/13/2000,24,Only God Knows Why,Kid Rock
5624,3/13/2000,25,Hot Boyz,Missy 'Misdemeanor' Elliott
5625,3/13/2000,26,I Try,Macy Gray
5627,3/13/2000,28,I Need To Know,Marc Anthony
5628,3/13/2000,29,There You Go,P!nk
5629,3/13/2000,30,I Like It,Sammie
5630,3/13/2000,31,Another Dumb Blonde,Hoku
5631,3/13/2000,32,I Learned From The Best,Whitney Houston
5632,3/13/2000,33,Dear Lie,TLC
5633,3/13/2000,34,Goodbye Earl,Dixie Chicks
5634,3/13/2000,35,One Night Stand,J-Shin
5635,3/13/2000,36,U Don't Love Me,Kumbia Kings
5636,3/13/2000,37,Still In My Heart,Tracie Spencer
5637,3/13/2000,38,Thong Song,Sisqo
5638,3/13/2000,39,Feelin' So Good,Jennifer Lopez
5639,3/13/2000,40,Sexual (li Da Di),Amber
5640,3/20/2000,1,Bye Bye Bye,NSync
5641,3/20/2000,2,Show Me The Meaning Of Being Lonely,Backstreet Boys
5642,3/20/2000,3,Amazed,Lonestar
5643,3/20/2000,4,That's The Way It Is,Celine Dion
5644,3/20/2000,5,Maria Maria,Santana
5645,3/20/2000,6,Say My Name,Destiny's Child
5646,3/20/2000,7,Breathe,Faith Hill
5647,3/20/2000,8,Never Let You Go,Third Eye Blind
5648,3/20/2000,9,I Knew I Loved You,Savage Garden
5649,3/20/2000,10,It Feels So Good,Sonique
5650,3/20/2000,11,All The Small Things,Blink 182
5651,3/20/2000,12,Smooth,Santana
5652,3/20/2000,13,What A Girl Wants,Christina Aguilera
5653,3/20/2000,14,Bring It All To Me,Blaque
5654,3/20/2000,15,Take A Picture,Filter
5655,3/20/2000,16,Everything You Want,Vertical Horizon
5656,3/20/2000,17,Only God Knows Why,Kid Rock
5657,3/20/2000,18,Get It On Tonite,Montell Jordan
5658,3/20/2000,19,I Try,Macy Gray
5659,3/20/2000,20,American Pie,Madonna
5660,3/20/2000,21,Falls Apart,Sugar Ray
5661,3/20/2000,22,From The Bottom Of My Broken Heart,Britney Spears
5662,3/20/2000,23,Then The Morning Comes,Smash Mouth
5663,3/20/2000,24,Blue (da Ba Dee),Eiffel 65
5664,3/20/2000,25,Back At One,Brian McKnight
5665,3/20/2000,26,Hot Boyz,Missy 'Misdemeanor' Elliott
5667,3/20/2000,28,There You Go,P!nk
5668,3/20/2000,29,Another Dumb Blonde,Hoku
5669,3/20/2000,30,I Learned From The Best,Whitney Houston
5670,3/20/2000,31,You Sang To Me,Marc Anthony
5671,3/20/2000,32,I Like It,Sammie
5672,3/20/2000,33,Goodbye Earl,Dixie Chicks
5673,3/20/2000,34,One Night Stand,J-Shin
5674,3/20/2000,35,The Bad Touch,Bloodhound Gang
5675,3/20/2000,36,U Don't Love Me,Kumbia Kings
5676,3/20/2000,37,Higher,Creed
5677,3/20/2000,38,Mirror Mirror,M2M
5678,3/20/2000,39,Still In My Heart,Tracie Spencer
5679,3/20/2000,40,Thong Song,Sisqo
5680,3/27/2000,1,Bye Bye Bye,NSync
5681,3/27/2000,2,Maria Maria,Santana
5682,3/27/2000,3,Show Me The Meaning Of Being Lonely,Backstreet Boys
5683,3/27/2000,4,Amazed,Lonestar
5684,3/27/2000,5,That's The Way It Is,Celine Dion
5685,3/27/2000,6,Say My Name,Destiny's Child
5686,3/27/2000,7,Breathe,Faith Hill
5687,3/27/2000,8,It Feels So Good,Sonique
5688,3/27/2000,9,Never Let You Go,Third Eye Blind
5689,3/27/2000,10,Smooth,Santana
5690,3/27/2000,11,All The Small Things,Blink 182
5691,3/27/2000,12,I Knew I Loved You,Savage Garden
5692,3/27/2000,13,What A Girl Wants,Christina Aguilera
5693,3/27/2000,14,Bring It All To Me,Blaque
5694,3/27/2000,15,Everything You Want,Vertical Horizon
5695,3/27/2000,16,I Try,Macy Gray
5696,3/27/2000,17,Only God Knows Why,Kid Rock
5697,3/27/2000,18,Take A Picture,Filter
5698,3/27/2000,19,Get It On Tonite,Montell Jordan
5699,3/27/2000,20,Falls Apart,Sugar Ray
5700,3/27/2000,21,American Pie,Madonna
5701,3/27/2000,22,You Sang To Me,Marc Anthony
5702,3/27/2000,23,From The Bottom Of My Broken Heart,Britney Spears
5703,3/27/2000,24,Blue (da Ba Dee),Eiffel 65
5705,3/27/2000,26,There You Go,P!nk
5706,3/27/2000,27,Hot Boyz,Missy 'Misdemeanor' Elliott
5707,3/27/2000,28,Back At One,Brian McKnight
5708,3/27/2000,29,Another Dumb Blonde,Hoku
5709,3/27/2000,30,I Like It,Sammie
5710,3/27/2000,31,Goodbye Earl,Dixie Chicks
5711,3/27/2000,32,Then The Morning Comes,Smash Mouth
5712,3/27/2000,33,I Learned From The Best,Whitney Houston
5713,3/27/2000,34,Higher,Creed
5714,3/27/2000,35,Mirror Mirror,M2M
5715,3/27/2000,36,I'm Outta Love,Anastacia
5716,3/27/2000,37,U Don't Love Me,Kumbia Kings
5717,3/27/2000,38,Thong Song,Sisqo
5718,3/27/2000,39,One Night Stand,J-Shin
5719,3/27/2000,40,Feelin' So Good,Jennifer Lopez
5720,4/1/2000,1,Bye Bye Bye,NSync
5721,4/1/2000,2,Maria Maria,Santana
5722,4/1/2000,3,Say My Name,Destiny's Child
5723,4/1/2000,4,Amazed,Lonestar
5724,4/1/2000,5,Show Me The Meaning Of Being Lonely,Backstreet Boys
5725,4/1/2000,6,Breathe,Faith Hill
5726,4/1/2000,7,Never Let You Go,Third Eye Blind
5727,4/1/2000,8,It Feels So Good,Sonique
5728,4/1/2000,9,That's The Way It Is,Celine Dion
5729,4/1/2000,10,All The Small Things,Blink 182
5730,4/1/2000,11,Smooth,Santana
5731,4/1/2000,12,I Knew I Loved You,Savage Garden
5732,4/1/2000,13,Everything You Want,Vertical Horizon
5733,4/1/2000,14,Only God Knows Why,Kid Rock
5734,4/1/2000,15,Bring It All To Me,Blaque
5735,4/1/2000,16,I Try,Macy Gray
5736,4/1/2000,17,What A Girl Wants,Christina Aguilera
5737,4/1/2000,18,Get It On Tonite,Montell Jordan
5738,4/1/2000,19,Another Dumb Blonde,Hoku
5739,4/1/2000,20,You Sang To Me,Marc Anthony
5740,4/1/2000,21,Take A Picture,Filter
5741,4/1/2000,22,There You Go,P!nk
5742,4/1/2000,23,Higher,Creed
5743,4/1/2000,24,I Like It,Sammie
5744,4/1/2000,25,Falls Apart,Sugar Ray
5745,4/1/2000,26,American Pie,Madonna
5746,4/1/2000,27,From The Bottom Of My Broken Heart,Britney Spears
5748,4/1/2000,29,The Bad Touch,Bloodhound Gang
5749,4/1/2000,30,Goodbye Earl,Dixie Chicks
5750,4/1/2000,31,I Learned From The Best,Whitney Houston
5751,4/1/2000,32,Feelin' So Good,Jennifer Lopez
5752,4/1/2000,33,Mirror Mirror,M2M
5753,4/1/2000,34,Hot Boyz,Missy 'Misdemeanor' Elliott
5754,4/1/2000,35,Thong Song,Sisqo
5755,4/1/2000,36,Blue (da Ba Dee),Eiffel 65
5756,4/1/2000,37,U Don't Love Me,Kumbia Kings
5757,4/1/2000,38,Where You Are,Jessica Simpson
5758,4/1/2000,39,If You Don't Wanna Love Me,Tamar
5759,4/1/2000,40,Swear It Again,Westlife
5760,4/8/2000,1,Maria Maria,Santana
5761,4/8/2000,2,Bye Bye Bye,NSync
5762,4/8/2000,3,Say My Name,Destiny's Child
5763,4/8/2000,4,Breathe,Faith Hill
5764,4/8/2000,5,Amazed,Lonestar
5765,4/8/2000,6,Never Let You Go,Third Eye Blind
5766,4/8/2000,7,It Feels So Good,Sonique
5767,4/8/2000,8,Show Me The Meaning Of Being Lonely,Backstreet Boys
5768,4/8/2000,9,Everything You Want,Vertical Horizon
5769,4/8/2000,10,That's The Way It Is,Celine Dion
5770,4/8/2000,11,I Try,Macy Gray
5771,4/8/2000,12,Only God Knows Why,Kid Rock
5772,4/8/2000,13,Smooth,Santana
5773,4/8/2000,14,I Knew I Loved You,Savage Garden
5774,4/8/2000,15,All The Small Things,Blink 182
5775,4/8/2000,16,Get It On Tonite,Montell Jordan
5776,4/8/2000,17,Bring It All To Me,Blaque
5777,4/8/2000,18,Another Dumb Blonde,Hoku
5778,4/8/2000,19,You Sang To Me,Marc Anthony
5779,4/8/2000,20,What A Girl Wants,Christina Aguilera
5780,4/8/2000,21,Higher,Creed
5781,4/8/2000,22,There You Go,P!nk
5782,4/8/2000,23,Thong Song,Sisqo
5783,4/8/2000,24,I Like It,Sammie
5784,4/8/2000,25,Goodbye Earl,Dixie Chicks
5785,4/8/2000,26,The Bad Touch,Bloodhound Gang
5786,4/8/2000,27,Be With You,Enrique Iglesias
5787,4/8/2000,28,From The Bottom Of My Broken Heart,Britney Spears
5788,4/8/2000,29,I Don't Wanna Kiss You Goodnight,LFO
5789,4/8/2000,30,I Learned From The Best,Whitney Houston
5790,4/8/2000,31,Swear It Again,Westlife
5791,4/8/2000,32,Where You Are,Jessica Simpson
5792,4/8/2000,33,Take A Picture,Filter
5793,4/8/2000,34,Wobble Wobble,504 Boyz
5794,4/8/2000,35,Falls Apart,Sugar Ray
5795,4/8/2000,36,Mirror Mirror,M2M
5796,4/8/2000,37,If You Don't Wanna Love Me,Tamar
5797,4/8/2000,38,Shackles (praise You),Mary Mary
5798,4/8/2000,39,Feelin' So Good,Jennifer Lopez
5799,4/8/2000,40,U Don't Love Me,Kumbia Kings
5800,4/15/2000,1,Bye Bye Bye,NSync
5801,4/15/2000,2,Maria Maria,Santana
5802,4/15/2000,3,Say My Name,Destiny's Child
5803,4/15/2000,4,Breathe,Faith Hill
5804,4/15/2000,5,Amazed,Lonestar
5805,4/15/2000,6,I Try,Macy Gray
5806,4/15/2000,7,It Feels So Good,Sonique
5807,4/15/2000,8,Everything You Want,Vertical Horizon
5808,4/15/2000,9,Show Me The Meaning Of Being Lonely,Backstreet Boys
5809,4/15/2000,10,Never Let You Go,Third Eye Blind
5810,4/15/2000,11,That's The Way It Is,Celine Dion
5811,4/15/2000,12,Only God Knows Why,Kid Rock
5812,4/15/2000,13,Get It On Tonite,Montell Jordan
5813,4/15/2000,14,You Sang To Me,Marc Anthony
5814,4/15/2000,15,This Time Around,Hanson
5815,4/15/2000,16,All The Small Things,Blink 182
5816,4/15/2000,17,Smooth,Santana
5817,4/15/2000,18,Bring It All To Me,Blaque
5818,4/15/2000,19,Another Dumb Blonde,Hoku
5819,4/15/2000,20,Higher,Creed
5820,4/15/2000,21,Thong Song,Sisqo
5821,4/15/2000,22,Be With You,Enrique Iglesias
5822,4/15/2000,23,I Knew I Loved You,Savage Garden
5823,4/15/2000,24,There You Go,P!nk
