chart_order,week,position,song,artist,combo_str
4015,2000-08-26,21,Wifey,Next,NextWifey
4016,2000-08-26,25,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4017,2000-08-26,26,Let's Get Married,Jagged Edge,Jagged EdgeLet's Get Married
4018,2000-08-26,28,I Wanna Be With You,Mandy Moore,Mandy MooreI Wanna Be With You
4019,2000-08-26,29,Callin' Me,Lil' Zane,Lil' ZaneCallin' Me
4020,2000-08-26,30,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4021,2000-08-26,31,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4022,2000-08-26,33,One Voice,Billy Gilman,Billy GilmanOne Voice
4023,2000-08-26,34,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4024,2000-08-26,36,It's My Life,Bon Jovi,Bon JoviIt's My Life
4025,2000-08-26,37,Purest Of Pain (a Puro Dolor),Son By Four,Son By FourPurest Of Pain (a Puro Dolor)
4026,2000-08-26,38,West Side Story,LFO,LFOWest Side Story
4027,2000-08-26,39,Swear It Again,Westlife,WestlifeSwear It Again
4028,2000-08-26,40,Baby U Are,Gerald Levert,Gerald LevertBaby U Are
4029,2000-09-02,1,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4030,2000-09-02,5,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4031,2000-09-02,6,Absolutely (story Of A Girl),Nine Days,Nine DaysAbsolutely (story Of A Girl)
4032,2000-09-02,7,It's Gonna Be Me,NSync,NSyncIt's Gonna Be Me
4033,2000-09-02,9,Try Again,Aaliyah,AaliyahTry Again
4034,2000-09-02,10,Back Here,BBmak,BBmakBack Here
4035,2000-09-02,11,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4036,2000-09-02,14,Everything You Want,Vertical Horizon,Vertical HorizonEverything You Want
4037,2000-09-02,15,Desert Rose,Sting,StingDesert Rose
4038,2000-09-02,19,I Think I'm In Love With You,Jessica Simpson,Jessica SimpsonI Think I'm In Love With You
4039,2000-09-02,20,Wifey,Next,NextWifey
4040,2000-09-02,21,Wonderful,Everclear,EverclearWonderful
4041,2000-09-02,22,No More,Ruff Endz,Ruff EndzNo More
4042,2000-09-02,26,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4043,2000-09-02,27,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4044,2000-09-02,28,Callin' Me,Lil' Zane,Lil' ZaneCallin' Me
4045,2000-09-02,29,Let's Get Married,Jagged Edge,Jagged EdgeLet's Get Married
4046,2000-09-02,30,I Wanna Be With You,Mandy Moore,Mandy MooreI Wanna Be With You
4047,2000-09-02,32,One Voice,Billy Gilman,Billy GilmanOne Voice
4048,2000-09-02,33,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4049,2000-09-02,35,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4050,2000-09-02,38,It's My Life,Bon Jovi,Bon JoviIt's My Life
4051,2000-09-02,39,West Side Story,LFO,LFOWest Side Story
4052,2000-09-02,40,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4053,2000-09-09,1,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4054,2000-09-09,5,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4055,2000-09-09,6,It's Gonna Be Me,NSync,NSyncIt's Gonna Be Me
4056,2000-09-09,7,Absolutely (story Of A Girl),Nine Days,Nine DaysAbsolutely (story Of A Girl)
4057,2000-09-09,10,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4058,2000-09-09,12,Back Here,BBmak,BBmakBack Here
4059,2000-09-09,13,Try Again,Aaliyah,AaliyahTry Again
4060,2000-09-09,16,Desert Rose,Sting,StingDesert Rose
4061,2000-09-09,19,Wonderful,Everclear,EverclearWonderful
4062,2000-09-09,20,No More,Ruff Endz,Ruff EndzNo More
4063,2000-09-09,21,I Think I'm In Love With You,Jessica Simpson,Jessica SimpsonI Think I'm In Love With You
4064,2000-09-09,22,Wifey,Next,NextWifey
4065,2000-09-09,24,Everything You Want,Vertical Horizon,Vertical HorizonEverything You Want
4066,2000-09-09,26,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4067,2000-09-09,28,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4068,2000-09-09,30,Let's Get Married,Jagged Edge,Jagged EdgeLet's Get Married
4069,2000-09-09,31,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4070,2000-09-09,33,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4071,2000-09-09,34,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4072,2000-09-09,35,Callin' Me,Lil' Zane,Lil' ZaneCallin' Me
4073,2000-09-09,36,One Voice,Billy Gilman,Billy GilmanOne Voice
4074,2000-09-09,37,Liar,Profyle,ProfyleLiar
4075,2000-09-09,38,It's My Life,Bon Jovi,Bon JoviIt's My Life
4076,2000-09-09,39,I Wanna Be With You,Mandy Moore,Mandy MooreI Wanna Be With You
4077,2000-09-16,1,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4078,2000-09-16,4,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4079,2000-09-16,7,It's Gonna Be Me,NSync,NSyncIt's Gonna Be Me
4080,2000-09-16,8,Absolutely (story Of A Girl),Nine Days,Nine DaysAbsolutely (story Of A Girl)
4081,2000-09-16,9,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4082,2000-09-16,14,Back Here,BBmak,BBmakBack Here
4083,2000-09-16,18,Wonderful,Everclear,EverclearWonderful
4084,2000-09-16,19,Desert Rose,Sting,StingDesert Rose
4085,2000-09-16,21,Try Again,Aaliyah,AaliyahTry Again
4086,2000-09-16,22,No More,Ruff Endz,Ruff EndzNo More
4087,2000-09-16,23,Wifey,Next,NextWifey
4088,2000-09-16,25,I Think I'm In Love With You,Jessica Simpson,Jessica SimpsonI Think I'm In Love With You
4089,2000-09-16,26,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4090,2000-09-16,27,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4091,2000-09-16,28,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4092,2000-09-16,29,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4093,2000-09-16,30,It's My Life,Bon Jovi,Bon JoviIt's My Life
4094,2000-09-16,31,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4095,2000-09-16,32,Let's Get Married,Jagged Edge,Jagged EdgeLet's Get Married
4096,2000-09-16,33,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4097,2000-09-16,34,Everything You Want,Vertical Horizon,Vertical HorizonEverything You Want
4098,2000-09-16,35,Liar,Profyle,ProfyleLiar
4099,2000-09-16,37,One Voice,Billy Gilman,Billy GilmanOne Voice
4100,2000-09-16,38,Callin' Me,Lil' Zane,Lil' ZaneCallin' Me
4101,2000-09-16,40,That's The Way,Jo Dee Messina,Jo Dee MessinaThat's The Way
4102,2000-09-23,2,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4103,2000-09-23,4,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4104,2000-09-23,7,Wonderful,Everclear,EverclearWonderful
4105,2000-09-23,11,Absolutely (story Of A Girl),Nine Days,Nine DaysAbsolutely (story Of A Girl)
4106,2000-09-23,12,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4107,2000-09-23,16,Back Here,BBmak,BBmakBack Here
4108,2000-09-23,17,It's Gonna Be Me,NSync,NSyncIt's Gonna Be Me
4109,2000-09-23,19,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4110,2000-09-23,20,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4111,2000-09-23,21,No More,Ruff Endz,Ruff EndzNo More
4112,2000-09-23,22,Desert Rose,Sting,StingDesert Rose
4113,2000-09-23,23,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4114,2000-09-23,25,Wifey,Next,NextWifey
4115,2000-09-23,26,It's My Life,Bon Jovi,Bon JoviIt's My Life
4116,2000-09-23,28,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4117,2000-09-23,29,I Think I'm In Love With You,Jessica Simpson,Jessica SimpsonI Think I'm In Love With You
4118,2000-09-23,30,Try Again,Aaliyah,AaliyahTry Again
4119,2000-09-23,31,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4120,2000-09-23,33,Liar,Profyle,ProfyleLiar
4121,2000-09-23,34,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4122,2000-09-23,35,Let's Get Married,Jagged Edge,Jagged EdgeLet's Get Married
4123,2000-09-23,36,Callin' Me,Lil' Zane,Lil' ZaneCallin' Me
4124,2000-09-23,37,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4125,2000-09-23,38,One Voice,Billy Gilman,Billy GilmanOne Voice
4126,2000-09-23,40,Deep Inside Of You,Third Eye Blind,Third Eye BlindDeep Inside Of You
4127,2000-09-30,2,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4128,2000-09-30,4,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4129,2000-09-30,8,Wonderful,Everclear,EverclearWonderful
4130,2000-09-30,13,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4131,2000-09-30,14,Absolutely (story Of A Girl),Nine Days,Nine DaysAbsolutely (story Of A Girl)
4132,2000-09-30,15,No More,Ruff Endz,Ruff EndzNo More
4133,2000-09-30,16,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4134,2000-09-30,18,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4135,2000-09-30,19,Bag Lady,Erykah Badu,Erykah BaduBag Lady
4136,2000-09-30,20,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4137,2000-09-30,23,Back Here,BBmak,BBmakBack Here
4138,2000-09-30,24,It's My Life,Bon Jovi,Bon JoviIt's My Life
4139,2000-09-30,25,The Way You Love Me,Faith Hill,Faith HillThe Way You Love Me
4140,2000-09-30,27,It's Gonna Be Me,NSync,NSyncIt's Gonna Be Me
4141,2000-09-30,28,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4142,2000-09-30,30,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4143,2000-09-30,31,Liar,Profyle,ProfyleLiar
4144,2000-09-30,32,This I Promise You,NSync,NSyncThis I Promise You
4145,2000-09-30,33,Desert Rose,Sting,StingDesert Rose
4146,2000-09-30,34,I Think I'm In Love With You,Jessica Simpson,Jessica SimpsonI Think I'm In Love With You
4147,2000-09-30,35,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4148,2000-09-30,36,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4149,2000-09-30,37,Wifey,Next,NextWifey
4150,2000-09-30,39,One Voice,Billy Gilman,Billy GilmanOne Voice
4151,2000-09-30,40,Callin' Me,Lil' Zane,Lil' ZaneCallin' Me
4152,2000-10-07,1,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4153,2000-10-07,8,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4154,2000-10-07,10,Wonderful,Everclear,EverclearWonderful
4155,2000-10-07,13,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4156,2000-10-07,14,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4157,2000-10-07,15,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4158,2000-10-07,16,No More,Ruff Endz,Ruff EndzNo More
4159,2000-10-07,18,This I Promise You,NSync,NSyncThis I Promise You
4160,2000-10-07,19,Absolutely (story Of A Girl),Nine Days,Nine DaysAbsolutely (story Of A Girl)
4161,2000-10-07,20,Bag Lady,Erykah Badu,Erykah BaduBag Lady
4162,2000-10-07,21,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4163,2000-10-07,23,The Way You Love Me,Faith Hill,Faith HillThe Way You Love Me
4164,2000-10-07,24,It's My Life,Bon Jovi,Bon JoviIt's My Life
4165,2000-10-07,26,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4166,2000-10-07,27,Back Here,BBmak,BBmakBack Here
4167,2000-10-07,28,Liar,Profyle,ProfyleLiar
4168,2000-10-07,29,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4169,2000-10-07,32,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4170,2000-10-07,34,Pinch Me,Barenaked Ladies,Barenaked LadiesPinch Me
4171,2000-10-07,35,Wifey,Next,NextWifey
4172,2000-10-07,36,Desert Rose,Sting,StingDesert Rose
4173,2000-10-07,38,I Think I'm In Love With You,Jessica Simpson,Jessica SimpsonI Think I'm In Love With You
4174,2000-10-07,39,Callin' Me,Lil' Zane,Lil' ZaneCallin' Me
4175,2000-10-07,40,Deep Inside Of You,Third Eye Blind,Third Eye BlindDeep Inside Of You
4176,2000-10-14,1,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4177,2000-10-14,8,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4178,2000-10-14,10,Wonderful,Everclear,EverclearWonderful
4179,2000-10-14,13,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4180,2000-10-14,14,No More,Ruff Endz,Ruff EndzNo More
4181,2000-10-14,15,This I Promise You,NSync,NSyncThis I Promise You
4182,2000-10-14,16,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4183,2000-10-14,17,The Way You Love Me,Faith Hill,Faith HillThe Way You Love Me
4184,2000-10-14,18,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4185,2000-10-14,19,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4186,2000-10-14,22,Bag Lady,Erykah Badu,Erykah BaduBag Lady
4187,2000-10-14,23,It's My Life,Bon Jovi,Bon JoviIt's My Life
4188,2000-10-14,24,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4189,2000-10-14,26,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4190,2000-10-14,28,Pinch Me,Barenaked Ladies,Barenaked LadiesPinch Me
4191,2000-10-14,30,Liar,Profyle,ProfyleLiar
4192,2000-10-14,31,Absolutely (story Of A Girl),Nine Days,Nine DaysAbsolutely (story Of A Girl)
4193,2000-10-14,32,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4194,2000-10-14,33,Shape Of My Heart,Backstreet Boys,Backstreet BoysShape Of My Heart
4195,2000-10-14,34,Shake Ya Ass,Mystikal,MystikalShake Ya Ass
4196,2000-10-14,36,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4197,2000-10-14,37,Wifey,Next,NextWifey
4198,2000-10-14,39,I Think I'm In Love With You,Jessica Simpson,Jessica SimpsonI Think I'm In Love With You
4199,2000-10-21,1,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4200,2000-10-21,7,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4201,2000-10-21,10,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4202,2000-10-21,11,This I Promise You,NSync,NSyncThis I Promise You
4203,2000-10-21,13,Wonderful,Everclear,EverclearWonderful
4204,2000-10-21,15,The Way You Love Me,Faith Hill,Faith HillThe Way You Love Me
4205,2000-10-21,16,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4206,2000-10-21,17,No More,Ruff Endz,Ruff EndzNo More
4207,2000-10-21,18,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4208,2000-10-21,22,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4209,2000-10-21,23,Bag Lady,Erykah Badu,Erykah BaduBag Lady
4210,2000-10-21,24,Shape Of My Heart,Backstreet Boys,Backstreet BoysShape Of My Heart
4211,2000-10-21,25,It's My Life,Bon Jovi,Bon JoviIt's My Life
4212,2000-10-21,27,Pinch Me,Barenaked Ladies,Barenaked LadiesPinch Me
4213,2000-10-21,29,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4214,2000-10-21,30,Liar,Profyle,ProfyleLiar
4215,2000-10-21,31,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4216,2000-10-21,33,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4217,2000-10-21,35,Shake Ya Ass,Mystikal,MystikalShake Ya Ass
4218,2000-10-21,36,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4219,2000-10-21,40,Wifey,Next,NextWifey
4220,2000-10-28,3,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4221,2000-10-28,6,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4222,2000-10-28,7,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4223,2000-10-28,8,This I Promise You,NSync,NSyncThis I Promise You
4224,2000-10-28,13,The Way You Love Me,Faith Hill,Faith HillThe Way You Love Me
4225,2000-10-28,14,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4226,2000-10-28,16,No More,Ruff Endz,Ruff EndzNo More
4227,2000-10-28,18,Shape Of My Heart,Backstreet Boys,Backstreet BoysShape Of My Heart
4228,2000-10-28,19,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4229,2000-10-28,20,Wonderful,Everclear,EverclearWonderful
4230,2000-10-28,25,Pinch Me,Barenaked Ladies,Barenaked LadiesPinch Me
4231,2000-10-28,26,It's My Life,Bon Jovi,Bon JoviIt's My Life
4232,2000-10-28,27,Bag Lady,Erykah Badu,Erykah BaduBag Lady
4233,2000-10-28,29,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4234,2000-10-28,30,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4235,2000-10-28,31,Liar,Profyle,ProfyleLiar
4236,2000-10-28,32,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4237,2000-10-28,34,If You're Gone,Matchbox Twenty,Matchbox TwentyIf You're Gone
4238,2000-10-28,35,I Need You,LeAnn Rimes,LeAnn RimesI Need You
4239,2000-10-28,36,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4240,2000-10-28,38,Oklahoma,Billy Gilman,Billy GilmanOklahoma
4241,2000-11-04,2,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4242,2000-11-04,6,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4243,2000-11-04,7,This I Promise You,NSync,NSyncThis I Promise You
4244,2000-11-04,8,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4245,2000-11-04,9,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4246,2000-11-04,10,The Way You Love Me,Faith Hill,Faith HillThe Way You Love Me
4247,2000-11-04,12,Shape Of My Heart,Backstreet Boys,Backstreet BoysShape Of My Heart
4248,2000-11-04,16,No More,Ruff Endz,Ruff EndzNo More
4249,2000-11-04,17,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4250,2000-11-04,24,Wonderful,Everclear,EverclearWonderful
4251,2000-11-04,26,Pinch Me,Barenaked Ladies,Barenaked LadiesPinch Me
4252,2000-11-04,27,If You're Gone,Matchbox Twenty,Matchbox TwentyIf You're Gone
4253,2000-11-04,28,Liar,Profyle,ProfyleLiar
4254,2000-11-04,29,Bag Lady,Erykah Badu,Erykah BaduBag Lady
4255,2000-11-04,31,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4256,2000-11-04,32,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4257,2000-11-04,33,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4258,2000-11-04,34,He Wasn't Man Enough,Toni Braxton,Toni BraxtonHe Wasn't Man Enough
4259,2000-11-04,35,Oklahoma,Billy Gilman,Billy GilmanOklahoma
4260,2000-11-04,37,It's My Life,Bon Jovi,Bon JoviIt's My Life
4261,2000-11-04,38,Shake Ya Ass,Mystikal,MystikalShake Ya Ass
4262,2000-11-04,39,It's Ok,Slimm Calhoun,Slimm CalhounIt's Ok
4263,2000-11-11,4,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4264,2000-11-11,5,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4265,2000-11-11,6,This I Promise You,NSync,NSyncThis I Promise You
4266,2000-11-11,8,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4267,2000-11-11,9,Pinch Me,Barenaked Ladies,Barenaked LadiesPinch Me
4268,2000-11-11,10,The Way You Love Me,Faith Hill,Faith HillThe Way You Love Me
4269,2000-11-11,11,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4270,2000-11-11,12,Shape Of My Heart,Backstreet Boys,Backstreet BoysShape Of My Heart
4271,2000-11-11,18,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4272,2000-11-11,22,No More,Ruff Endz,Ruff EndzNo More
4273,2000-11-11,23,Wonderful,Everclear,EverclearWonderful
4274,2000-11-11,25,If You're Gone,Matchbox Twenty,Matchbox TwentyIf You're Gone
4275,2000-11-11,28,Bag Lady,Erykah Badu,Erykah BaduBag Lady
4276,2000-11-11,30,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4277,2000-11-11,31,Liar,Profyle,ProfyleLiar
4278,2000-11-11,32,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4279,2000-11-11,33,Oklahoma,Billy Gilman,Billy GilmanOklahoma
4280,2000-11-11,34,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4281,2000-11-11,37,It Wasn't Me,Shaggy,ShaggyIt Wasn't Me
4282,2000-11-11,40,It's Ok,Slimm Calhoun,Slimm CalhounIt's Ok
4283,2000-11-18,3,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4284,2000-11-18,5,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4285,2000-11-18,6,This I Promise You,NSync,NSyncThis I Promise You
4286,2000-11-18,7,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4287,2000-11-18,9,Pinch Me,Barenaked Ladies,Barenaked LadiesPinch Me
4288,2000-11-18,10,The Way You Love Me,Faith Hill,Faith HillThe Way You Love Me
4289,2000-11-18,12,Shape Of My Heart,Backstreet Boys,Backstreet BoysShape Of My Heart
4290,2000-11-18,17,No More,Ruff Endz,Ruff EndzNo More
4291,2000-11-18,18,If You're Gone,Matchbox Twenty,Matchbox TwentyIf You're Gone
4292,2000-11-18,19,"Jumpin',jumpin'",Destiny's Child,"Destiny's ChildJumpin',jumpin'"
4293,2000-11-18,20,You're A God,Vertical Horizon,Vertical HorizonYou're A God
4294,2000-11-18,24,Wonderful,Everclear,EverclearWonderful
4295,2000-11-18,25,It Wasn't Me,Shaggy,ShaggyIt Wasn't Me
4296,2000-11-18,27,Bag Lady,Erykah Badu,Erykah BaduBag Lady
4297,2000-11-18,29,Aaron's Party (come Get It),Aaron Carter,Aaron CarterAaron's Party (come Get It)
4298,2000-11-18,30,Oklahoma,Billy Gilman,Billy GilmanOklahoma
4299,2000-11-18,32,Can't Fight The Moonlight,LeAnn Rimes,LeAnn RimesCan't Fight The Moonlight
4300,2000-11-18,35,Liar,Profyle,ProfyleLiar
4301,2000-11-18,38,Shake Ya Ass,Mystikal,MystikalShake Ya Ass
4302,2000-11-18,39,Who Let The Dogs Out,Baha Men,Baha MenWho Let The Dogs Out
4303,2000-11-25,4,Gotta Tell You,Samantha Mumba,Samantha MumbaGotta Tell You
4304,2000-11-25,5,This I Promise You,NSync,NSyncThis I Promise You
4305,2000-11-25,7,Dance With Me,Debelah Morgan,Debelah MorganDance With Me
4306,2000-11-25,9,Kryptonite,3 Doors Down,3 Doors DownKryptonite
4307,2000-11-25,10,Pinch Me,Barenaked Ladies,Barenaked LadiesPinch Me
4308,2000-11-25,11,The Way You Love Me,Faith Hill,Faith HillThe Way You Love Me
